spkid,a,e,i,om,w,ma,epoch,diameter,spec_B
2001106,2.596927185,0.126017231,13.06358731,328.2469534,230.2067665,260.0251984,2459000.5,12.14,S
2001110,2.217997066,0.241504859,5.856052111,241.7409806,78.59859159,284.4004224,2459000.5,12.306,S
2001128,2.786699482,0.044889407,1.012599321,59.43183457,233.8521843,100.498996,2459000.5,41.851,C
2001131,2.228866131,0.285740367,3.229923251,100.6759577,248.0601539,101.3724394,2459000.5,0,S
2001134,2.676529419,0.469738279,15.31985858,5.770188685,332.8838635,230.2323458,2459000.5,0,S
2001139,1.947174959,0.255851018,13.08602085,213.3362142,206.716333,113.3261634,2459000.5,0,S
2001140,2.77471183,0.111222509,14.12335276,72.13000465,309.6578037,278.2973376,2459000.5,29.179,S
2001147,2.271341167,0.231732974,3.881515274,265.1950894,15.7956022,199.1552253,2459000.5,13.43,S
2001176,2.691531276,0.143460164,6.646419351,272.2296671,156.0345198,88.34839623,2459000.5,17.489,C
2001181,2.665401825,0.194980017,5.60123868,260.7019362,156.0474309,219.5645988,2459000.5,20.492,X
2001185,2.238582277,0.104959376,5.698978918,71.89880683,2.013792516,215.3214633,2459000.5,8.347,S
2001187,2.640406438,0.222744119,10.69726232,327.1649597,74.95619731,52.04004436,2459000.5,32.348,X
2001188,2.190247357,0.18075251,4.81676068,5.438545388,7.025225685,238.9464289,2459000.5,12.67,S
